Local,Nombre,Precio,Cantidad
Metro,Cereal Kiwigen Mix Chocolate ,6.80,180g
Metro,Cereal Insuflado de Trigo Maca Trigo Bio Maca Bolsa ,3.39,120g
Metro,Cereal con Crema Sabor Fresa Ángel Fresia Almohada ,7.99,140g
Metro,Cereal Sabor a Frutas Ángel Frutt ,7.50,170g
Metro,Cuisine & Co Crema de Maní con Cacao Frasco ,16.50,410 g
Metro,Cereal Insuflado de Maca Maca Aritos Bio Maca Bolsa ,3.45,130g
Metro,Té Puro Selecto Caja ,7.60,100 unid
Metro,Mantequilla de Maní Pote ,26.90,454 g
Metro,Endulzante a Base de Fruto del Monje Zana Doypack 400 g,45.00,Pack
Metro,Chocolate Instantáneo Moka Lata ,18.30,220 g
Metro,Chocolate Instantáneo 40% Cacao Dark Lata ,18.30,220 g
Metro,Panetón Clásico Doypack 900 g,20.90,Pack
Metro,Flor de Jamaica Seca Bolsa ,9.90,50 g
Metro,Infusión Herbal Tea Guanábana Caja ,5.90,20 unid
Metro,Infusión Herbal Tea Moringa Caja ,5.90,20 unid
Metro,Cereal con Salvado de Trigo Chispitas Caja ,12.99,300 g
Metro,Cereal con Salvado de Trigo Chispitas Bolsa ,11.49,320 g
Metro,Hojuelas de Maíz Ángel Corn Flakes ,14.30,750g
Metro,Granola Sabor Miel Life ,9.99,270g
Metro,Hojuelas de Maíz Ángel Flakes ,7.90,200g
Metro,Mezcla en Polvo Sabor Vainilla Doypack 350 g,16.99,Pack
Metro,Panetón con Chispas Sabor Chocolate Bolsa ,2.80,90 g
Metro,Crema de Maní Peanut Butter Creamy Manitoba Doypack 150 g,7.90,Pack
Metro,Crema de Maní Peanut Butter Creamy Manitoba Pote ,14.90,300 g
Metro,Pan de Molde de Mix de Cereales Mestemacher Bolsa ,14.90,500 g
Metro,Pan de Molde con Semillas de Girasol Mestemacher Bolsa ,14.90,500 g
Metro,Pan de Molde Integral de Centeno con Granos Enteros Whestphalian Pumpernickel Mestemacher Bolsa ,14.90,500 g
Metro,Café Molido Cumbre Sagrada Britt ,31.90,250g
Metro,Bebida Nutricional en Polvo con Maca Mornings Doypack 200 g,17.50,Pack
Metro,Infusión Herbal Sin Cafeína Lemon Ginger Stash Caja ,21.90,18 unid
Metro,Infusión Herbal Sin Cafeína Peppermint Stash Caja ,21.90,20 unid
Metro,Infusión Herbal Sin Cafeína Golden Turmeric Chai Stash Caja ,21.90,18 unid
Metro,Infusión de Té Verde y Matcha Ginger Peach Stash Caja ,21.90,18 unid
Metro,Infusión de Té Negro Breakfast in Paris Stash Caja ,21.90,18 unid
Metro,Café Instantáneo Altomayo Gourmet Lata ,35.20,200 g
Metro,Café Instantáneo Altomayo Premium Frasco ,16.50,50 g
Metro,Polen de Abeja Frasco ,29.90,150 g
Metro,Miel de Abeja Frasco ,25.90,350 g
Metro,Miel de Abeja Frasco ,59.90,1 Kg
Metro,Miel de Abeja Frasco ,35.90,600 g
Metro,Panetón con Gotas Sabor Chocolate Chocotón Doypack 500 g,17.90,Pack
Metro,Endulzante Líquido Iansa Frasco ,28.50,180 ml
Metro,Pan Pita Linaza Bimbo Bolsa ,7.70,10 unid
Metro,Cacao en Polvo Orgánico Inka Forest Doypack 200 g,19.50,Pack
Metro,Café Molido Tostado Medio Cusco Místico Artidoro Rodriguez Doypack 250 g,29.90,Pack
Metro,"Avena Multisemillas Linaza, Cañihua y Chía Quaker Caja ",11.99,450 g
Metro,Endulzante Con Sucralosa Cuisine&Co Caja  de 1 gr c/u,32.90,200 Sobres
Metro,Chocolatada en Polvo Miskísimoo Doypack 200 g,9.50,Pack
Metro,Café Instantáneo Nescafé Premium Perú Doypack 150 g,24.90,Pack
Metro,Café Instantáneo con Caramelo Kirma Clásico ,28.90,250g
Metro,Café Instantáneo con Caramelo Kirma Selecto Doypack 50 g,7.90,Pack
Metro,Panetón con Gotas Sabor Doble Chocolate Chocotón Caja ,19.50,500 g
Metro,Hojuelas de Maíz Cereales de Maíz Metro Bolsa ,20.50,1 Kg
Metro,Azúcar Rubia Onza Sachet 5 g Pack 500 unid,15.45,Pack
Metro,Café Instantáneo Gourmet Altomayo Stick 8 g Pack 18 unid,20.80,Pack
Metro,Café Instantáneo Clásico Altomayo Stick 12 g Pack 12 unid,9.90,Pack
Metro,Café Molido Artidoro Rodríguez Doypack 250 g,29.90,Pack
Metro,Pan de Molde de Semillas Bimbo Vital Bolsa ,10.50,360 g
Metro,Café Molido Starbucks Colombia ,37.50,250g
Metro,Infusión de Té Verde con Jengibre Wawasana Caja ,8.49,20 unid
Metro,Infusión de Hierbas Diette Forte Wawasana Caja ,8.59,21 unid
Metro,Infusión de Hierbas Diette Fitness Wawasana Caja ,8.59,21 unid
Metro,Café Molido Orgánico Tostado Medio Honey Ashi Bolsa ,45.90,250 g
Metro,Crema para Café Sin Lactosa Libby's Frasco ,23.99,454 g
Metro,Cápsulas de Almond Macchiato Nescafé Dolce Gusto Caja ,39.90,12 unid
Metro,Miel De Abeja Callejón De Huaylas Frasco ,54.90,1100 g
Metro,Chocomax Cuisine&Co Doypack 380 g,16.90,Pack
Metro,Azúcar Rubia Con Stevia Cuisine&Co Doypack 500 g,7.80,Pack
Metro,Azúcar Blanca Con Stevia Cuisine&Co Doypack 500 g,7.80,Pack
Metro,Miel De Abejas Cosecha Del Paraíso Frasco ,57.00,1.5 kg
Metro,Miel De Abejas Cosecha Del Paraíso Frasco ,31.90,500 g
Metro,Crema de Avellanas Winter's Pote ,24.90,350 g
Metro,"Barra de Quinua, Kiwicha y Cañihua Con Cranberry + Chia Mamalama Caja 5 Unidades",19.90,Pack
Metro,Té Royal Ceylon Lipton Caja ,4.90,20 Unid
Metro,Café Gold Suave Cronat Gold Jacobs Frasco ,43.90,200 g
Metro,Café Gold Suave Cronat Gold Jacobs Frasco ,24.99,100 g
Metro,Café Intenso Kronung Jacobs Frasco ,43.90,200 g
Metro,Café Intenso Kronung Jacobs Frasco ,24.99,100 g
Metro,Infusión Digestiva McColin's Caja ,11.90,50 und
Metro,Infusión en Línea McColin's Caja ,8.50,20 und
Metro,Infusión Buenos Sueños McColin's Caja ,3.90,20 und
Metro,Café Instantáneo Nescafé Premium Perú Frasco ,12.90,50 g
Metro,Kekitos Surtidos Gustozzito Pack 4 Unidades de 50 g c/u,7.50,Pack
Metro,Panetón Máxima Pack 6 Bolsas de 900 g c/u,56.50,Pack
Metro,Panetón Metro Pack 6 Bolsas de 900 g c/u,67.50,Pack
Metro,Brownie con Topping Sublime Gutozzi ,2.50,50g
Metro,Café Orgánico Molido Medio Tostado Oscuro Fuerza Ashi Bolsa ,35.90,250 g
Metro,Panetón con Gotas Sabor Chocolate Chocotóncito Caja ,4.20,80 g
Metro,Panetón Clásico Mini Panetoncito Caja ,4.20,90 g
Metro,Barras de Almendras Hojuelas Avena Sabor Chocolate Dyfferent Pack 6 Paquetes de 55 g c/u,31.90,Pack
Metro,"Barras de Almendras, Hojuelas Avena y Frutos Secos Sabor Salted Caramel Dyfferent Pack 6 Paquetes de 55 g c/u",31.90,Pack
Metro,"Barras de Almendras, Hojuelas Avena y Frutos Secos Sabor Cinnamon Roll Dyfferent Pack 6 Paquetes de 55 g c/u",31.90,Pack
Metro,Avena Instantánea con Manzana y Canela Sin Gluten Dyfferent Pote ,5.49,65 g
Metro,Avena Instantánea con Arándano Sin Gluten Dyfferent Pote ,5.49,65 g
Metro,Hojuelitas Con Salvado de Maíz Angel Caja ,5.35,250 g
Metro,Tostadas Con Ajos y Perejil La Mole Bolsa ,15.90,150 g
Metro,Tostadas Con Tomate y Orégano La Mole Bolsa ,15.90,150 g
Metro,Palitos Al Olivo La Mole Bolsa ,9.90,100 g
Metro,Palitos Mini Pizza La Mole Bolsa ,9.90,100 g
Metro,Infusión Dulzura de Lúcuma La Fidelia Caja ,31.90,10 Filtrantes
Metro,Infusión Tentación de los Andes La Fidelia Caja ,31.90,10 Filtrantes
Metro,Café Instantáneo Altomayo Clásico ,20.90,160g
Metro,Cocoa Bitter Curazao Bolsa ,6.70,160 g
Metro,Crema de Avellanas Cremosa Sin Gluten Sorini ,25.90,350 gr
Metro,Mermelada de Fresa Deli Fanny Doypack 700 gr,9.90,Pack
Metro,Endulzante en Polvo Stevia Cuisine & Co ,12.20,50un
Metro,Suplemento Nutricional Chocolate Ensure Advance ,109.90,850g
Metro,Infusión de Jengibre y Naranja Sunka Caja ,5.90,20 unid
Metro,Hierbas de Mate con Palo Playadito Bolsa ,32.90,500 gr
Metro,"Emoliente De Manzana,Canela Y Clavo Naturandes",10.99,1 unidad
Metro,Emoliente De Piña Y Membrillo Naturandes,10.99,1 unidad
Metro,Miel de Abeja Fluída Panalza Frasco ,24.90,470 gr
Metro,Barra de Quinua con Aguaymanto y Linaza Mamalama Chewy Caja ,19.90,5 unid
Metro,Barra de Quinua con Maní y Chocolate Mamalama Chewy Caja ,16.50,5 unid
Metro,Barra de Quinua con Maní Mamalama Chewy Caja ,16.50,5 unid
Metro,Mantequilla de Maní Crunch Shoppers Value Pote ,25.50,454 gr
Metro,Mantequilla de Maní Shoppers Value Pote ,25.50,454 gr
Metro,Crema de Avellanas y Cacao con Stevia Torras Pote ,26.99,200 g
Metro,Chocolisto Crocantte Doypack 200 g,7.90,Pack
Metro,Stevia Splenda ,74.59,160 Sobres
Metro,Edulcorante Stevia Splenda ,39.49,80 Sobres
Metro,Edulcorante de Mesa de Stevia Splenda Caja ,22.99,40 Sobres
Metro,Cápsulas de Caramel Macchiato Starbucks Caja ,45.50,12 unid
Metro,Cápsulas de Café Americano House Blend Starbucks Caja ,45.50,12 unid
Metro,Cápsulas de Cappuccino Starbucks Caja ,45.50,12 unid
Metro,Café Molido Starbucks Pike Place ,37.50,250g
Metro,Café Molido Starbucks House Blend ,37.50,250g
Metro,Café Molido Starbucks Verona ,37.50,250g
Metro,Avena Mix Quinua + Maca Superfood Huella Verde Doypack 600 g,27.00,Pack
Metro,Mantequilla de Maní Sin Azúcar Santa Manía Frasco ,18.90,230 g
Metro,Endulzante Golden Lakanto Doypack 454 g,65.59,Pack
Metro,Endulzante Classic Lakanto ,65.59,454g
Metro,Infusión de Valeriana y Toronjil McColins Relajante ,3.99,12un
Metro,Infusión de Manzanilla y Boldo McColins Digestivo ,3.99,12un
Metro,Chocman Doble Manjar Costa Paquete ,6.60,318 g
Metro,Alimento Granulado con Leche Milo Activ-Go Nestlé Lata ,22.30,400 g
Metro,Mermelada de Frambuesa Helios Diet ,14.90,280g
Metro,Mermelada Helios Sin Gluten Naranja Frasco ,14.90,340 g
Metro,Mermelada De Fresa Sin Gluten Helios Frasco ,14.90,340 g
Metro,Bebida Nutricional en Polvo Andean Chocolate Nunatura Doypack 350 g,16.50,Pack
Metro,Stevia Nutrastevia Tableta ,41.30,350 Unidades
Metro,Stevia Nutrastevia En Polvo Caja ,13.20,30 Sobres
Metro,Snacks Bolicolor Metro Contenido ,2.99,120 g
Metro,Trigo Atómico Metro Bolsa ,2.99,120 g
Metro,Pan Hamburguesa Metro Bolsa ,6.00,8 Unidades
Metro,Hojuelas de Maíz Corn Flakes Cuisine & Co ,9.50,200g
Metro,Hojuelas de Maíz Azucaradas Zucaritas Kellogg's Caja ,16.90,300 g
Metro,Cereal Mix Avena y Almendras Cuisine & Co Caja ,11.90,380 gr
Metro,Cereal Up Miel Cuisine & Co ,11.90,380g
Metro,Cereal Up Tradicional Cuisine & Co ,11.90,380g
Metro,Infusión de Boldo Caja ,4.80,25 unid
Metro,Edulcorante de Mesa Líquido Splenda Stevia ,41.89,50ml
Metro,Edulcorante de Mesa Líquido Splenda Original ,41.89,50 ml
Metro,Infusión Antigripal Herbi Caja ,2.50,25 Unidades
Metro,Panetón con Relleno Sabor Manjar Chocotón Caja ,19.50,500 g
Metro,Café Molido Artidoro Rodríguez Bolsa ,29.90,250 g
Metro,Cereal de Trigo Integral Sin Azúcar Fitness Frutas Caja ,13.90,330 g
Metro,Cereales Metro Contenido ,10.90,500 g
Metro,Edulcorante Sucralosa Metro Contenido ,9.50,50 Sobres
Metro,Café Instantáneo Nescafé Tradición Frasco ,18.90,100 g
Metro,Pan Pita Linaza Metro Bolsa ,6.30,10 Unidades
Metro,Pack x2 Suplemento Nutricional Vainilla Ensure Advance: 850g + 400g,149.50,Pack
Metro,Naturandes Emoliente Bolsa,7.50,1 unidad
Metro,Naturandes Té Verde,7.90,1 unidad
Metro,Infusíon Sueño Profundo Organico Sunka Caja ,8.20,40 Unidadels
Metro,Infusión Digestivo Orgánico Sunka Caja ,13.90,50 unid
Metro,Café Granulado Colcafé Frasco ,26.50,170 g
Metro,Edulcorante en Polvo Stevia Pote ,34.89,120 g
Metro,Suplemento Nutricional Ensure Advance Chocolate ,10.90,220ml
Metro,Fourpack Suplemento Nutricional Ensure Advance Sabor Vainilla 220ml,36.60,Pack
Metro,Endulzante Liquido Agave + Sucralosa Iansa Frasco 180 ml,28.50,Pack
Metro,Edulcorante Liquido Stevia y Sucralosa Iansa Frasco ,28.50,180 ml
Metro,Endulzante Liquido Stevia Sucralosa 100% Iansa Frasco ,28.50,180 ml
Metro,Panetón con Chispas Sabor Chocolate Pasión Sabor Algarrobina Caja ,19.00,500 g
Metro,Panetón con Chispas Sabor Chocolate Pasión Caja ,19.00,500 g
Metro,Panetón Clásico Doypack 900 g,27.50,Pack
Metro,Panetón Mini con Gotas de Chocolate Caja ,4.70,100 g
Metro,Panetón Mini Clásico Frutas Caja ,4.70,100 g
Metro,Panetón Clásico Caja ,28.00,900 g
Metro,Panetón Clásico Caja 900 g + Panetón Mini Clásico 100 g,33.70,Pack
Metro,Anís Premium en Grano Bolsa ,9.30,60 g
Metro,Infusión Muña Culen Bolsa ,6.90,40 g
Metro,Chancapiedra Bolsa ,8.90,40 g
Metro,Café Molido Leyenda Vainilla ,16.90,250g
Metro,Terrafertil Frutos Rojos Caja ,9.20,20 Sobres
Metro,Terra Fertil Infusion Mazana y Canela  de 10 g c/u,18.50,6 Unidades
Metro,Infusión Orgánica Manzanilla Caja ,7.90,20 unid
Metro,Hoja de Coca Sunka Bolsa ,7.20,40 g
Metro,Té Verde Sunka ,7.50,40 g
Metro,Mermelada Dietética de Sauco Frasco ,7.90,250 g
Metro,Miel de Abeja Dulce Natura Floración Silvestre Frasco ,40.90,1100 g
Metro,Adelgazante Nuestra Salud ,7.20,40 g
Metro,Endulzante En Polvo Vida Stevia ,47.69,180 g
Metro,Bebida Instantánea en Polvo Sabor Vainilla Kiwigen Lata ,9.59,200 gr
Metro,Bebida Instantánea en Polvo Sabor Chocolate Kiwigen Lata ,9.59,200 gr
Metro,Coditos con Miel Vita Pluss Bolsa ,2.90,120 g
Metro,Salvado De Trigo Tostado y Molido Cosecha Del Paraíso Bolsa ,7.99,400 g
Metro,Salvado de Trigo con Harina de Linaza Grano de Oro Salvamix ,8.49,250g
Metro,Germen De Trigo Cosecha Paraíso Bolsa ,20.50,500 g
Metro,Germen De Trigo Cosecha Paraíso Bolsa ,7.90,180 g
Metro,Salvado de Trigo Unión Doypack 200 g,4.90,Pack
Metro,Salvado de Avena Grano de Oro Salvavena ,8.99,300g
Metro,Salvado De Trigo Crocante Cosecha Paraíso Bolsa ,9.50,400 g
Metro,SALVADO ENTX,13.30,300
Metro,SALVADO TRI X,14.99,500
Metro,GERMEN AGE X,33.90,500
Metro,GERMEN TRIG AGX,18.99,250
Metro,Pan De Molde Blanco Don Mamino ,8.30,250 g
Metro,Café Instantáneo Liofilizado Altomayo Descafeinado ,36.50,180g
Metro,Palitos de Orégano Edith ,5.60,125 g
Metro,Palitos de Ajonjolí Edith ,5.60,125 g
Metro,Palitos de Queso Edith ,5.60,125 g
Metro,Té Flor de Jamaica Bolsa ,9.90,60 g
Metro,Infusión Uña de Gato Corteza Bolsa ,9.70,100 g
Metro,Pan Árabe Andino El Cedro ,8.60,10un
Metro,Cereal Angel Meli Bolsa ,16.90,840 g
Metro,Achocolatado Chocolisto Doypack 200 g,6.80,Pack
Metro,Endulzante Líquido Nutrastevia Frasco ,27.00,110 ml
Metro,Té Rojo Sunka ,11.80,20un
Metro,Manzanilla Sunka Caja ,21.30,100 sobres
Metro,Prosta Té Sunka Caja ,9.50,50 Filtrantes
Metro,Arroz Tostado Choco Krispis Kellogg's Caja ,17.50,310 g
Metro,Pack x4 Suplemento Nutricional para Diabéticos Vainilla Glucerna 237ml,39.90,Pack
Metro,"Infusión Naranja, Manga y Canela Twinings Caja ",14.99,10 Unidades
Metro,Infusión Berries Silvestres Twinings Caja ,14.99,10 Unidades
Metro,Turrón Crosoy Ajonjolí C/Kiwicha Pack 6 Unid,7.49,Pack
Metro,Turrón Crosoy De Ajonjolí Pack 6 Unidades,7.49,Pack
Metro,Achocolatado Chocolisto Pote ,10.00,300 g
Metro,Miel de Abeja Dulce Natura Floración Eucalipto Frasco ,14.00,300 g
Metro,Panko Koishi Contenido ,11.20,156 g
Metro,Bizcocho Cancun Pack 6 Unidades,3.70,Pack
Metro,Culén/Muña Organico Sunka ,6.80,40 g
Metro,Té Dietético Sunka C/Piña Caja ,9.20,21 Sobres Libre de Cafeína
Metro,Infusión Orgánica Diet Sunka Caja ,6.50,21 unid
Metro,Infusión Herbal Sunka Prosta-té ,5.80,20un
Metro,Infusión de Uña de Gato Sunka ,6.10,20un
Metro,Infusión Orgánica Migraña Sunka Caja ,3.79,12 unid
Metro,Infusion de Coca y Muña Sunka ,5.90,20un
Metro,Infusión de Cedrón Sunka ,6.20,20un
Metro,Infusión de Hierba Luisa Sunka ,6.20,20un
Metro,Infusión de Toronjil Sunka ,6.20,20un
Metro,Stevia Nutrastevia Caja ,25.30,80 Sobres
Metro,Stevia Nutrastevia Caja ,16.70,50 Sobres
Metro,Achocolatado Chocolisto Doypack 400 g,10.80,Pack
Metro,Punchao De Habas Con Chocolate Pote ,10.99,265 g
Metro,Punchao De Habas Natural Pote ,10.99,265 g
Metro,Chocolate Instantáneo Sabor Canela y Clavo Lata ,18.50,324 g
Metro,Chocolate Instantáneo Sabor Tradicional Lata ,11.50,220 g
Metro,Cappuccino Colcafé Mocca ,8.90,6un
Metro,Café Instantáneo con Caramelo Kirma Clásico ,13.50,80g
Metro,Mermelada Dietética D'Marco De Durazno Frasco ,11.50,210 g
Metro,Mermelada Dietética D'Marco De Naranja Frasco ,11.50,220 g
Metro,Mermelada Dietética D'Marco De Maracuyá/Papaya Frasco ,11.50,210 g
Metro,Mermelada Dietética D'Marco De Piña/Papaya Frasco ,11.50,220 g
Metro,GRANOL ALM/PS/COC,12.39,1 unidad
Metro,GRANOL AJ/CAS/VAI,12.39,1 unidad
Metro,Maíz con Miel Vita Pluss Bolsa ,2.90,140 g
Metro,GRANOL MZ/PEC/CAN,12.39,1 unidad
Metro,Keke Sabor Chocolate Relleno con Crema Pingüinos Marinela Paquete ,3.50,2 unid
Metro,PACK,3.50,4X25GR FORTE G
Metro,MAIZATOMANDX,3.50,125FOR
Metro,Arroz Atómico Nevado Forte Golpe Bolsa ,3.50,125 g
Metro,Chocolate para Taza Winter's Tableta ,4.70,90 g
Metro,Bebida Instantánea en Polvo Sabor Vainilla Kiwigen Lata ,18.32,400 gr
Metro,Bebida Instantánea en Polvo Golden Kiwigen Lata ,21.50,340 gr
Metro,Cápsulas de Café Lungo Nescafé Dolce Gusto Caja ,39.90,16 unid
Metro,Té Verde Wawasana ,13.40,50 g
Metro,Té Verde con Naranja Wawasana Caja ,8.49,20 Sobres
Metro,Té Verde con Piña Wawasana Caja ,8.49,20 Sobres
Metro,Té Verde con Limón Wawasana Caja ,8.49,20 Sobres
Metro,Té Adelgazante Wawasana Dietté Original Caja ,9.70,21 Sobres
Metro,Cereal Angel Life Multrigrano Caja ,8.90,300 g
Metro,Cereales Angel Life Cero ,8.90,300g
Metro,Cereales Angel Life Fibra ,8.90,300g
Metro,Yerba Mate Con Palo Rosamonte ,32.90,500 g
Metro,Keke de Cocoa Kuchenmeister Paquete ,10.90,400 g
Metro,Keke Marmoleado Kuchenmeister Paquete ,10.90,400 g
Metro,Keke de Limón Kuchenmeister Paquete ,10.90,400 g
Metro,Keke de Straciatella Kuchenmeister Paquete ,10.90,400 g
Metro,Azúcar Blanca Light Incauca ,15.85,850g
Metro,Panela Orgánica de Piura Cuisine & Co Doypack 350 g,9.60,Pack
Metro,Azúcar Blanca Dulfina Bolsa,5.70,1 kg
Metro,Mermelada Dietética D'Marco Frambuesa Frasco ,13.90,220 g
Metro,Mermelada Dietética D'Marco Aguaymanto Frasco ,11.50,220 g
Metro,Mermelada Dietética D'Marco Fresa Frasco ,11.50,220 g
Metro,Mermelada Dietética D'Marco Durazno Frasco ,19.90,470 g
Metro,Mermelada Dietética D'Marco Naranja Frasco ,19.90,470 g
Metro,Mermelada Fanny Fresa Doy Pack 227 g,4.20,Pack
Metro,Miel De Abeja Dulce Natura Floración Eucalipto Frasco ,40.90,1100 g
Metro,Miel de Abeja Dolce Natura Floración Eucalipto Frasco ,22.50,600 g
Metro,Miel de Abeja Dolce Natura Floración Silvestre Frasco ,14.00,300 g
Metro,Miel de Abeja Dolce Natura Floración Silvestre Frasco ,22.50,600 g
Metro,Miel de Abeja La Reyna de Oxapampa Frasco ,62.50,1.1 Kg
Metro,Mermelada Fanny Fresa Doy Pack 800 g,11.90,Pack
Metro,Miel con Polen Callejón de Huaylas Frasco ,29.90,480 g
Metro,Polen de Abeja La Reyna de Oxapampa Frasco ,26.50,140 g
Metro,Miel de Abejas Silvestre Callejón de Huaylas Frasco ,32.50,500 g
Metro,Miel de Abeja La Reyna de Oxapampa Frasco ,36.50,600 g
Metro,Fresia Almohada Angel Fresa Bolsa ,10.90,350 g
Metro,Muesli de Arándanos Kellogg's ,26.90,300 g
Metro,Muesli con Manzanas Kellogg's Caja ,26.90,300 g
Metro,Hojuelas de Maíz Corn Flakes Kellogg's Caja ,14.90,350 g
Metro,Cereal Great Grains Crunchy Pecans Caja ,32.90,453 g
Metro,Cereal de Trigo Integral Sin Azúcar Fitness Caja ,11.99,285 g
Metro,Cereal en Barra Durazno Caja 8 Unid,4.49, x 168 g
Metro,"Aros de Maíz, Trigo y Avena Froot Loops Kellogg's Caja ",16.90,230 g
Metro,Cereal Great Grains Banana Nut Crunch Caja ,22.50,439 g
Metro,"Aros de Maíz, Trigo y Avena Froot Loops Kellogg's Caja ",16.90,370 g
Metro,Cereal Copix Chocolate con Marshmallows Bolsa ,7.99,150 g
Metro,Cereal Angel Meli Bolsa ,7.99,170 g
Metro,Cereal Chock Bolsa ,7.99,170 g
Metro,Cereal Zuck Bolsa ,10.90,500 g
Metro,Hojuelas de Maíz Corn Flakes Kellogg's ,12.50,200g
Metro,Arroz Tostado Choco Krispis Kellogg's Caja ,16.90,550 g
Metro,Avena Con Quinua Quaker Bolsa ,6.80,360 g
Metro,Hojuelas de Avena Quick Oats Envase ,26.90,42 Onzas
Metro,Suplemento Nutricional para Diabéticos Vainilla Glucerna ,132.00,900g
Metro,Suplemento Nutricional para Diabéticos Vainilla Glucerna ,11.50,237ml
Metro,Suplemento Nutricional Ensure Advance Sabor Vainilla ,10.50,220ml
Metro,Suplemento Nutricional Vainilla Ensure Advance ,106.50,850g
Metro,Endulzante en Tabletas Splenda Libre de Calorías Dispenser ,41.79,300 Unid
Metro,Endulzante en Tabletas Splenda Libre de Calorías Dispenser ,20.99,100 Unid
Metro,Endulzante en Tabletas Vida Stevia Dispenser ,18.59,100 Unid
Metro,Endulzante en Polvo Vida Stevia Libre de Calorías Caja ,17.69,50 Unid
Metro,Endulzante en Polvo Splenda Libre de Calorías ,26.29,50un
Metro,Endulzante en Polvo Vida Stevia Libre de Calorías Caja ,51.89,200 Unid
Metro,Endulzante en Polvo Splenda Libre de Calorías ,81.89,200 Sobres
Metro,Endulzante en Polvo Splenda Libre de Calorías ,43.39,100un
Metro,Edulcorante en Tabletas Sugafor ,28.41,440un
Metro,Edulcorante en Tabletas Sugafor ,31.49,330un
Metro,Edulcorante en Tabletas Sugafor ,18.89,110un
Metro,Edulcorante en Polvo Sugafor ,40.66,200un
Metro,Edulcorante en Polvo Sugafor ,31.09,100un
Metro,Edulcorante en Polvo Stevita ,46.79,150un
Metro,Edulcorante en Polvo Stevita Caja ,31.79,100 Unid
Metro,Yerba Mate con Palo Rosamonte Bolsa ,54.90,1 Kg
Metro,Té Yellow Label Lipton Caja ,5.20,20 Unid
Metro,Té Verde Dietético Sunka Libre de Cafeína Caja ,9.20,21 Unid
Metro,Té Verde Con Menta Lipton Caja ,9.90,20 Unid
Metro,Té Verde Sunka ,9.20,20un
Metro,Té Verde Wawasana Caja ,9.70,21 Unid
Metro,Té Verde Lipton Caja ,9.90,20 Unid
Metro,Té Puro McColins ,3.50,25un
Metro,Té Etiqueta Negra Hornimans Caja ,2.68,25 Unid
Metro,Infusión de Coca Sunka ,5.90,20un
Metro,Mate de Coca Sunka Caja ,19.30,100 Sobres
Metro,Infusión Relajante Dulce Sueños Caja ,4.00,20 Unid
Metro,Infusión Laxaté Wawasana Caja ,7.50,12 Unid
Metro,Infusión Orgánica Relajante Sunka Caja ,3.90,12 unid
Metro,Infusión Orgánica Digestivo Sunka Caja ,3.90,12 unid
Metro,Infusión Emoliente Bolsa ,5.40,70 g
Metro,Infusión Cola de Caballo Bolsa ,6.90,30 g
Metro,Café Molido Valle Sagrado Britt ,31.90,250g
Metro,Café Molido Leyenda Clásico ,16.90,250g
Metro,Café Molido Tueste Oscuro Britt ,31.90,250g
Metro,Café Molido Orgánico Pachamama Britt ,31.90,250g
Metro,Café Molido Leyenda Mocca ,16.90,250g
Metro,Café Molido Cafetal Gourmet Espresso Bolsa ,16.90,250 g
Metro,Café Molido Altomayo Gourmet Bolsa ,16.20,200 g
Metro,Café Molido Britt Espresso Bolsa ,31.90,250 g
Metro,Café Molido Descafeinado Britt ,31.90,250g
Metro,Cápsulas de Café Espresso Nescafé Dolce Gusto Caja ,39.90,16 unid
Metro,Cápsulas de Café con Leche Nescafé Dolce Gusto Caja ,39.90,16 unid
Metro,Cápsulas de Café Americano Nescafé Dolce Gusto Caja ,39.90,16 unid
Metro,Cappuccino Colcafé Clásico ,8.90,6un
Metro,Leche Evaporada Entera Gloria Pack de 6un 400g,22.80,Pack
Metro,Leche Evaporada Entera Cuisine & Co Lata ,3.45,410 gr
Metro,Leche Concentrada Sin Lactosa Gloria Pack de 6 unid Lata 400 gr,23.30,Pack
Metro,Mantequilla con Sal Laive ,10.20,180g
Metro,Mantequilla con Sal Gloria ,18.90,390g
Metro,Leche Entera Lata 395 g Pack 6 unid,21.50,Pack
Metro,Pack x6 Leche Concentrada Sin Lactosa Laive 400g,19.90,Pack
Metro,Leche UHT Entera Cuisine & Co Caja ,4.75,1 lt
Metro,Leche Evaporada Light Cuisine & Co Lata ,3.45,410 gr
Metro,Leche UHT Gloria Sin Lactosa tripack 1 L,16.20,Pack
Metro,Pack x4 Leche Semidescremada UHT Sin Lactosa Laive 1L,20.30,Pack
Metro,Leche Evaporada Semidescremada Light Gloria Pack de 6 unid Lata 400 gr,21.90,Pack
Metro,Pack x6 Mezcla Láctea Laive Sin Lactosa 480g,22.90,Pack
Metro,Mezcla Láctea Ideal Cremosita Lata 395 g Pack 6 unid,20.50,Pack
Metro,Leche Evaporada Niños Gloria Pack de 6 unid Lata 400 gr,21.70,Pack
Metro,Yogurt Bebible Sabor Fresa Laive ,9.99,1.8kg
Metro,Yogurt Parcialmente Descremado Gloria Vainilla Francesa Galonera ,8.50,1.7kg
Metro,Yogurt Battimix Gloria Vainilla C/Arroz Achocolatado Vaso ,3.40,145 g
Metro,Mantequilla Gloria Con Sal Pote ,9.90,200 g
Metro,Queso Fresco Bonlé,32.90, x kg
Metro,Queso Edam Braedt Paquete ,21.90,440 g
