Local,Nombre,Precio,Cantidad
Metro,Yogurt Premium Tigo Natural Vaso ,4.99,160 g
Metro,Yogurt Premium Tigo Fresa Vaso ,4.99,160 g
Metro,Yogurt Bebible Piamonte Café Botella ,7.90,946 ml
Metro,Yogurt Bebible Sabor Vainilla Francesa Laive ,1.09,180g
Metro,Yogurt Bebible Sabor Durazno Laive ,6.49,1kg
Metro,Yogurt Parcialmente Descremado Vainilla Milkito Botella ,6.90,1 kg
Metro,Yogurt Bebible Piamonte Fresa Botella ,7.90,946 ml
Metro,Yogurt Parcialmente Descremado Vainilla Francesa Gloria Botella ,3.90,500 gr
Metro,Yogurt Estílo Griego Tigo con Sipore de chancaca Vaso ,6.19,160 g
Metro,Yogurt Estílo Griego Tigo con Miel de Abeja Vaso ,6.19,160 g
Metro,Yogurt Estílo Griego Tigo con crema de Algarrobina Vaso ,6.19,160 g
Metro,Yogurt Cremoso Yoleitcito Vainilla Vaso ,1.40,120 g
Metro,Yopi Mix Hojuelas Laive ,3.00,100g
Metro,Yogurt Mix Tigo Vainilla C/Galletas Trituradas Vaso ,3.80,125 g
Metro,Yogurt Mix Tigo Vainilla C/Cereal Azucarado Vaso ,3.80,125 g
Metro,Yogurt Mix Sabor Fresa con Bolitas de Chocolate Laive ,3.20,125g
Metro,Yogurt Yoleit Mix Fresa C/Bolitas de colores Vaso ,3.30,125 g
Metro,Yogurt Yoleit Mix Vainilla C/Bolitas de colores Vaso ,3.30,125 g
Metro,Yogurt Yoleit Mix Fresa C/Hojuelas Vaso ,3.30,125 g
Metro,Yogurt Yoleit Mix Fresa C/Bolitas de chocolate Vaso ,3.30,125 g
Metro,Yogurt Yoleit Mix Vainilla C/Bolitas de chocolate Vaso ,3.30,125 g
Metro,Yogurt Yoleit Mix Vainilla C/Hojuelas de Maíz Azucaradas Vaso ,3.30,125 g
Metro,Pack x4 Alimento Fermentado Fresa Laive Bio Defensa 100ml,5.50,Pack
Metro,Yogurt Descremado Edulcorado Vainilla Slim Gloria Botella ,6.80,1 kg
Metro,Yogurt Bebible Sabor Durazno Laive Sbelt ,6.99,1kg
Metro,Mantequilla sin Sal Président Barra ,11.20,200 gr
Metro,Mantequilla con Sal Président Barra ,17.49,200 gr
Metro,Margarina Blue Bonnet Light Pote ,16.90,425 g
Metro,Margarina La Preferida barra ,2.40,90 g
Metro,Crema Untable Untadeli Sabor Aceitunas ,8.10,140g
Metro,Crema Untable Untadeli Sabor Tocino ,8.10,140g
Metro,Crema Untable Untadeli Sabor Original ,8.10,140g
Metro,Queso Tipo Suizo Cajamarca El Prado,52.00, x kg
Metro,Queso Petit Brie au Bleu Ile de France Molde ,26.20,125 g
Metro,Queso Petit Brie Ile de France Molde ,26.20,125 g
Metro,Queso Americano Tipo Cheddar Crystal Farms Lonchas ,16.50,340 gr
Metro,Queso Americano Tipo Cheddar Crystal Farms Lonchas ,12.50,227 gr
Metro,Queso Parmesano y Romano Rallado Crystal Farms Frasco ,28.90,226 gr
Metro,Queso Duro Grana Padano Zanetti Cuña ,26.30,150 gr
Metro,Queso Duro Parmesano Zanetti Cuña ,35.90,150 gr
Metro,Queso Blando Brie Prestige Caja ,20.50,125 gr
Metro,Queso Crema de Bluecheese Président Pote ,19.49,125 gr
Metro,Sour Cream Axelrod vaso 8 Onzas/ ,17.20,227 g
Metro,Queso Gouda Milkunz,62.00, x kg
Metro,Queso Paria Tacneño Laits,57.00, x kg
Metro,Queso Andino Tacneño Laits,67.00, x kg
Metro,Queso Gouda Tacneño Laits,68.00, x kg
Metro,Queso Parmesano Bonlé,97.00, x kg
Metro,Queso Maduro Emmental Président Barra ,27.90,250 gr
Metro,Crema de Queso Sabor Natural Laive ,3.20,80g
Metro,Pack Jamón Pizzero + Queso Edam Braedt Paquete 370 g,12.50,Pack
Metro,Pack Hot Dog Suiza Paquete 440 g + 200 g,14.90,Pack
Metro,Jamón Pizzero Braedt Paquete ,12.90,480 g
Metro,Pack Jamón Sandwich y Queso Edam San Fernando Paquete 360 g,13.40,Pack
Metro,Jamón Pizzero Metro Paquete ,9.90,500 g
Metro,Jamonada Especial Suiza Paquete ,5.45,200 g
Metro,Salchicha de Huacho Casa Europa ,7.00,150 g
Metro,Hot Dog con Pollo Suiza ,4.20,200g
Metro,Chorizo Parrillero Precocido Braedt Paquete ,15.90,6 unid
Metro,Hot Dog Braedt Paquete ,5.70,200 g
Metro,Paté de Hígado de Pollo San Fernando ,2.69,100 g
Metro,Jamón Inglés Otto Kunz ,14.20,200g
Metro,Salchicha Huachana Artesanal San Fernando Paquete ,8.00,300 g
Metro,Jamón de Pechuga de Pollo Braedt Balance Paquete ,6.90,200 g
Metro,Pack Jamón Sandwich y Queso Edam San Fernando Paquete 180 g,7.90,Pack
Metro,Jamón de Pavita Suiza ,8.89,180g
Metro,Aceituna Negra Deshuesada Cuisine & Co Pote ,8.90,260 gr
Metro,Aceituna Verde en Rodajas Cuisine & Co Pote ,6.90,260 gr
Metro,Hot Dog Braedt Paquete ,12.50,600 g
Metro,Chicharrón de Prensa Casa Europa Paquete ,8.90,200 g
Metro,Pack Jamón de Pavita + Queso Mozzarella Braedt Balance Paquete 400 g,18.20,Pack
Metro,Pack Hot Dog Metro 500 g + 250 g,11.49,Pack
Metro,Jamón Pizzero Braedt Paquete ,6.30,200 g
Metro,Jamón de Pavo Braedt Paquete ,13.50,200 g
Metro,Hot Dog de Cerdo Metro Paquete ,8.49,500 g
Metro,Hot Dog Braedt Paquete ,8.90,400 g
Metro,Hot Dog de Pollo Metro Paquete ,4.90,250 g
Metro,Pack Salchicha Vienesa Especial Otto Kunz 750 g,18.70,Pack
Metro,Jamón Americano Suiza ,11.20,500g
Metro,Jamón de Pavita Braedt Balance Paquete ,12.50,200 g
Metro,Salchicha de pollo San Fernando Paquete ,7.80,500 g
Metro,Hot Dog de Cerdo San Fernando Paquete ,3.99,220 g
Metro,Tocino Ahumado Otto Kunz Paquete ,8.50,100 g
Metro,Hot Dog de Pavita San Fernando paquete ,5.90,250 g
Metro,Hot Dog Pelado Suiza paquete ,5.40,220 g
Metro,Jamón de Pavita San Fernando paquete ,4.50,100 g
Metro,Hot Dog de Pollo Ahumado San Fernando paquete ,3.99,165 g
Metro,Jamón del País Braedt ,14.90,200g
Metro,Jamón del País La Segoviana ,10.70,200g
Metro,Hot Dog de Pollo ,8.50,250 g
Metro,Hot Dog de Pollo La Segoviana Paquete ,8.70,500 g
Metro,Salchicha de Huacho Braedt,6.30, x 150 g
Metro,Tocino Ahumado Zimmermann Paquete ,14.69,200 g
Metro,Aceituna Negra Entera Cocktail Cuisine & Co Pote,6.90,1 unidad
Metro,Pack La Segoviana Súper Dúo: Jamón y Queso 360g,12.20,Pack
Metro,Jamón Ahumado La Segoviana Paquete ,17.90,500 g
Metro,Pack Jamón Sandwich y Queso Edam San Fernando Paquete 890 g,30.50,Pack
Metro,Chorizo Parrillero Crudo Casa Europa Paquete ,20.10,500 g
Metro,Aceituna Negra Entera Extra Cuisine & Co Pote ,8.30,280 gr
Metro,Jamón Pizza Metro Paquete ,4.20,180 g
Metro,Salchicha Vienesa Ahumada Casa Europa Paquete ,8.80,250 g
Metro,Salchicha de Pollo San Fernando Paquete ,3.70,200 g
Metro,Jamón de Pavita Suiza ,15.90,500g
Metro,Jamonada Polaca Casa Europa Paquete ,8.80,200 g
Metro,Jamonada de Pollo Metro Paquete ,2.10,100 g
Metro,Hot Dog de Pollo Braedt Paquete ,11.40,500 g
Metro,Pack Jamonada de Pollo + Queso Edam Braedt Paquete 180 g,8.30,Pack
Metro,Pack Parrillero Casa Europa Paquete 450 g,23.00,Pack
Metro,Salchicha de Huacho La Segoviana ,6.90,250 g
Metro,Chorizo Precocido La Segoviana Paquete ,17.20,500 g
Metro,Hot Dog de Pavo Braedt Balance Paquete ,18.90,500 g
Metro,Jamón de Pechuga de Pavo Braedt Balance Paquete ,17.90,200 g
Metro,Pastel de Jamón Otto Kunz Paquete ,6.70,150 g
Metro,Chorizo Parrillero Fresco Braedt Paquete ,16.20,500 g
Metro,Aceitunas Botija entera Olivalle Doy pack 180 g,2.89,Pack
Metro,Jamonada de Pavita San Fernando Paquete ,2.10,85 g
Metro,Jamón Pechuga de Pavita San Fernando paquete ,12.39,200 g
Metro,Cabanossi Braedt,3.20, x unid
Metro,Jamonada de Pollo Braedt ,4.90,180g
Metro,Jamón del País Otto Kunz ,12.80,150g
Metro,Jamón de Pavo Braedt Paquete ,22.90,480 g
Metro,Jamonada de Pollo Braedt ,11.40,480g
Metro,Jamón Inglés Suiza ,7.99,180g
Metro,Hot Dog Ahumado Suiza ,21.90,1kg
Metro,Jamón Pizzero Casa Europa Paquete ,16.90,500 g
Metro,Salchicha Vienesa Especial Otto Kunz Paquete ,15.20,500 g
Metro,Mortadela Especial ,4.20,100 g
Metro,Salchicha Naranja Paquete al Vacío ,11.60,1 K
Metro,Mortadela Paquete ,8.10,200 g
Metro,Jamón Glasé a la Miel Otto Kunz Paquete ,15.90,200 g
Metro,Salchicha de Huacho Salchichería Alemana Paquete ,10.99,300 g
Metro,Frankfurter Casa Europa Paquete ,14.40,240 g
Metro,Jamón Crocante Casa Europa Paquete ,17.40,200 g
Metro,Jamón Artesano Paquete ,17.70,200 g
Metro,Chorizo Precocido Picante Casa Europa Paquete ,26.50,500 g
Metro,Jamonada Sandwich Suiza Paquete ,4.20,180 g
Metro,Jamón del País Metro Paquete ,10.00,150 g
Metro,Chicharrón de Prensa Suiza ,7.90,180g
Metro,Chorizo Parrillero Precocido Coctel Braedt Paquete ,11.50,250 g
Metro,Jamonada Lonchera Braedt,3.80,1 unidad
Metro,Salchicha Vienesa Ahumada Casa Europa Paquete ,17.20,500 g
Metro,Aceituna Verde con Castaña Huerto Mejía Pote ,8.69,400 g
Metro,Aceituna Verde con Pimiento Huerto Mejía Pote ,8.69,400 g
Metro,Aceituna Botija sin Hueso Huerto Mejía Pote ,8.69,400 g
Metro,Aceituna Botija Extra Huerto Mejía Pote ,8.69,400 g
Metro,Salchicha del Norte Otto Kunz Paquete ,10.90,250 g
Metro,Jamón de Pavita Otto Kunz Paquete ,13.50,200 g
Metro,Chorizo Finas Hierbas Suiza Gourmet ,17.20,400g
Metro,Pack Jamón York + Queso Gouda Braedt Paquete 380 g,17.90,Pack
Metro,Jamón York Braedt Paquete ,10.80,200 g
Metro,FrankFurter Cóctel Braedt Paquete ,13.59,250 g
Metro,Frankfurter Braedt Paquete ,13.99,250 g
Metro,Hot Dog de Cerdo Metro Paquete ,4.90,250 g
Metro,Jamonada de Pollo La Segoviana ,4.99,200g
Metro,Relleno Metro,30.50, x kg
Metro,Jamón Inglés Braedt Balance Paquete ,14.20,200 g
Metro,Hot Dog Ahumado de Pollo San Fernando ,7.70,440
Metro,Paté A Las Finas Hierbas Casa Europa,8.80, x 150 g
Metro,Jamón Ahumado de Pavita San Fernando paquete ,9.20,150 g
Metro,Hot Dog Suiza ,11.40,440g
Metro,Salchicha Vienesa Especial Otto Kunz Paquete ,8.50,250 g
Metro,Jamonada de Pollo Otto Kunz Paquete ,4.30,100 g
Metro,Paté de cerdo Otto Kunz ,4.30,100 g
Metro,Tocino Ahumado Braedt Paquete ,16.50,200 g
Metro,Jamonada Especial Braedt ,5.30,180g
Metro,Salchicha Vienesa Otto Kunz ,7.20,175g
Metro,Jamón de Pierna Braedt Paquete ,13.50,200 g
Metro,Chicharrón de Prensa Braedt ,7.60,170g
Metro,Jamón San Fernando de Sándwich Paquete ,5.60,200 g
Metro,Aceitunas Verdes Olivalle con Rocoto,3.50,1 unidad
Metro,Cabanossi unid ,3.60,25 g
Metro,Jamón California Otto Kunz Paquete ,10.90,150 g
Metro,Pack Chorizos Cocktail Otto Kunz Paquete 370 g,18.90,Pack
Metro,Salame Ahumado Paquete ,15.90,100 g
Metro,Aceitunas Negras Deshuesadas Olivalle Bolsa ,22.00,1.8 Kg
Metro,Frankfurter Coctail Casa Europa Paquete ,13.90,250 g
Metro,Jamón Inglés Salchichería Alemana Paquete ,13.50,200 g
Metro,Aceituna Verde Rellena con Rocoto Cuisine & Co Pote ,9.30,280 gr
Metro,Chorizo a las Finas Hierbas Otto Kunz Paquete ,18.70,400 g
Metro,Relleno La Segoviana Paquete ,15.90,500 g
Metro,Jamón Americano La Segoviana ,11.90,500g
Metro,Chorizo Cóctel Italiano Precocido La Segoviana ,13.20,300g
Metro,Jamón Inglés Braedt Paquete ,12.90,200 g
Metro,Jamón de Pechuga de Pavo Braedt Paquete ,17.50,200 g
Metro,Morcilla Cóctel Otto Kunz Paquete ,12.70,220 g
Metro,Jamón Inglés Artesanal Braedt Paquete ,17.90,200 g
Metro,Salchicha Vienesa Braedt paquete ,12.80,500 g
Metro,Tocino Ahumado Suiza ,18.50,200g
Metro,Jamonada Especial Otto Kunz Paquete ,4.33,100 g
Metro,Jamón Roast Beef Otto Kunz ,16.00,150g
Metro,Chorizo Fina Hierbas Salchichería Alemana ,14.70,400g
Metro,Chorizo Parrillero Brasa San Fernando ,14.50,400g
Metro,Chorizo Parrillero Finas Hierbas San Fernando ,14.99,400g
Metro,Chorizo Parrillero San Fernando ,14.50,400g
Metro,Salchicha Frankfurter Picante Otto Kunz ,18.20,280g
Metro,Salchicha Frankfurter con Queso Otto Kunz ,18.20,280g
Metro,Morcilla Braedt ,9.50,166g
Metro,Chorizo Parrillero Precocido Suiza ,28.20,1kg
Metro,Aceituna Verde Huerto Mejía con Rocoto ,8.69,230 g
Metro,Salchicha Frankfurter Alemán Cocktail Otto Kunz Paquete ,14.50,220 g
Metro,Salchicha Frankfurter Suiza Gourmet ,15.00,240g
Metro,Chorizo Sabor de Maple Otto Kunz Paquete ,12.20,220 g
Metro,Chorizo de Pollo Cuisine & Co Caja ,30.90,4 unid
Metro,Chorizo Parrillero Cusine & Co Caja ,30.90,4 unid
Metro,Chorizo Angus Otto Kunz Caja ,19.50,300 g
Metro,Aceitunas Verdes Deshuesadas Olivalle Bolsa ,19.50,1.8 Kg
Metro,Aceitunas Negras Cocktail Olivalle Bolsa ,14.90,1.8 Kg
Metro,Aceitunas Negras Enteras Olivalle Bolsa ,16.50,1.8 Kg
Metro,Jamón Pizza Otto Kunz Paquete ,18.50,500 g
Metro,Chorizo Ahumado Precocido Casa Europa Paquete ,18.10,300 g
Metro,Frankfurter Municipal Zimmermann Paquete ,16.90,470 g
Metro,Salchicha Bratwurst Zimmermann Paquete ,21.90,450 g
Metro,Lomo Ahumado Zimmermann Paquete ,11.90,150 g
Metro,Jamonada Especial Zimmermann Paquete ,6.59,200 g
Metro,Chicharrón de Prensa Zimmermann Paquete ,8.79,200 g
Metro,Salchicha Blanca Cocktail Zimmermann Paquete ,16.49,300 g
Metro,Frankfurter Cocktail Zimmermann Paquete ,13.20,300 g
Metro,Jamón Ahumado Artesanal Zimmermann Paquete ,12.70,150 g
Metro,Jamón del País Zimmermann Paquete ,17.40,200 g
Metro,Aceituna Verde Rellena con Pimiento Cuisine & Co Pote ,8.90,280 gr
Metro,Jamón de Pechuga de Pavo Casa Europa Paquete ,17.70,200 g
Metro,Fuet Natural La Leyenda,23.00, x 170 g
Metro,Chorizo Precocido Brasa Braedt Paquete ,19.20,400 g
Metro,Chorizo Sarta Dulce La Leyenda,28.00, x 250 g
Metro,Chorizo Sarta Picante La Leyenda,28.00, x 250 g
Metro,Jamón Serrano La Leyenda Paquete ,27.00,100 g
Metro,Chorizo Extra La Leyenda Paquete ,17.00,100 g
Metro,Jamón Inglés Casa Europa Paquete ,15.70,200 g
Metro,Chorizo al Funghi Otto Kunz Paquete ,16.90,300 g
Metro,Salchicha Vienesa Casa Europa Paquete ,15.90,500 g
Metro,Frankfurter Municipal Casa Europa Paquete ,23.10,460 g
Metro,Salchicha Vienesa Casa Europa Paquete ,9.20,250 g
Metro,Salchicha Blanca Casa Europa Paquete ,12.90,250 g
Metro,Jamón con Pavita Casa Europa Paquete ,11.00,200 g
Metro,Hot Dog La Segoviana Paquete ,5.70,5 unid
Metro,Hot Dog La Segoviana Paquete ,11.90,10 unid
Metro,Aceituna Verde Sin Hueso Huerto Mejia Pote ,8.69,400 g
Metro,Jamonada con Pollo Suiza Paquete ,4.99,200 g
Metro,Choribrasa Cocktail Casa Europa Paquete ,14.40,250 g
Metro,Morcilla Cocktail Casa Europa Paquete ,13.00,250 g
Metro,Pepperoni Casa Europa Paquete ,19.40,150 g
Metro,Chorizo Curado Español Casa Europa Paquete ,16.90,150 g
Metro,Morcilla Otto Kunz Standar Paquete ,14.70,250 g
Metro,Jamón de Pechuga de Pavo Ahumado Braedt Paquete ,20.70,200 g
Metro,Jamón Pizzero Casa Europa Paquete ,7.80,200 g
Metro,Hot Dog de Pollo Suiza Paquete ,10.40,400 g
Metro,Prosciutto Casa Europa Paquete ,23.30,100 g
Metro,Salchichón Cervecero Casa Europa Paquete ,22.80,390 g
Metro,Jamón Pizza Otto Kunz Paquete ,7.80,200 g
Metro,Aceituna Botija Deshuesada Olivos Del Sur Contenido ,19.90,850 g
Metro,Aceituna Botija Entera Olivos Del Sur Contenido ,15.50,850 g
Metro,Aceitunas Verdes Calé rellenas con pimiento frasco ,7.50,240 g
Metro,Hot Dog de Cerdo San Fernando ,7.69,440g
Metro,Aceituna Olivos del Sur Verde Deshuesad ,12.90,300 g
Metro,Aceituna Olivos del Sur Botija Deshuesada ,16.00,300 g
Metro,Aceitunas selectas Olivos del Sur botija entera doy pack 300 g,12.20,Pack
Metro,Aceitunas Verdes deshuesadas Olivalle Doy pack 160 g,3.20,Pack
Metro,Aceitunas selectas Olivos del Sur verdes rellenas con rocoto doy pack 300 g,14.50,Pack
Metro,Aceitunas selectas Olivos del Sur verdes rellenas con pimiento doy pack 300 g,15.00,Pack
Metro,Aceituna Negra en rodajas Olivalle Doy pack 160 g,2.95,Pack
Metro,Salame Húngaro Casa Europa Paquete ,22.50,150 g
Metro,Prosciutto de Lomo Casa Europa Paquete ,20.10,100 g
Metro,Jamón Americano Suiza,28.00, x kg
Metro,Hot Dog de Pollo Braedt Paquete ,7.50,250 g
Metro,Salchicha Vienesa Braedt Paquete ,7.30,250 g
Metro,Chorizo Precocido San Fernando Paquete ,14.20,500 g
Metro,Jamón de Pizza Otto Kunz,31.50, x kg
Metro,Cabanossi Speicher Cortado paquete ,23.20,250 g
Metro,Cabanossi Speicher,89.99, x kg
Metro,SALCHICHA DE POLLO X ,4.30,250 GR SAN FERNANDO
Metro,Jamón Serrano Otto Kunz Paquete ,30.90,100 g
Metro,Chorizo Sarta Otto Kunz Paquete ,25.50,250 g
Metro,Salchicha Vienesa Gourmet Otto Kunz Paquete ,18.50,500 g
Metro,Salame Húngaro Braedt Paquete ,24.80,150 g
Metro,Fideo Spaghetti Don Vittorio ,5.25,950g
Metro,Aceite Vegetal Cuisine&Co Botella ,8.90,900 ml
Metro,Arroz Extra Costeño ,23.45,5kg
Metro,Aceite Vegetal Primor Premium ,11.50,900ml
Metro,Pasta Spaghetti Nro 5 Bolsa ,3.39,1 Kg
Metro,Trozos de Atún en Aceite Vegetal Cuisine & Co Lata ,4.20,170 g
Metro,Trozos De Atún En Aceite Vegetal Metro Lata ,4.20,170 g
Metro,Aceite Vegetal Máxima ,8.60,900ml
Metro,Arroz Superior Metro Bolsa ,15.70,5 kg
Metro,Arroz Superior Paisana Bolsa ,18.80,5 kg
Metro,Sal de Cocina Marina Emsal Bolsa ,2.20,1 kg
Metro,Galletas San Jorge Soda Pack 7un,3.60,Pack
Metro,Galletas de Soda Field Paquete 34 g Pack 6 unid,2.70,Pack
Metro,Aceite Vegetal Primor Clásico ,11.59,900ml
Metro,Sixpack Galletas Coronita con Crema de Chocolate 36g,3.99,Pack
Metro,Filete De Atún En Aceite Vegetal Cuisine&Co Lata ,4.60,170 g
Metro,Filete De Atún En Agua y Sal Cuisine&Co Lata ,4.60,170 g
Metro,Arroz Extra Añejo Cuisine&Co Bolsa ,19.90,5 kg
Metro,Aceite de Girasol Cuisine & Co Botella ,11.99,1 Lt
Metro,Arveja Cuisine & Co Bolsa ,2.90,500 gr
Metro,Lenteja Bebé Cuisine & Co Bolsa ,3.90,500 gr
Metro,Aceite de Soya Sao ,8.90,900ml
Metro,Arroz Faraon Extra Añejo Naranja Bolsa ,23.59,5 kg
Metro,Trozos de Atún Primor ,5.60,170g
Metro,Filete de Atún Primor ,6.10,170g
Metro,Salsa Roja Completa Don Vittorio ,5.90,400g
Metro,Sal de Mesa Marina Emsal Bolsa ,2.20,1 kg
Metro,Mayonesa AlaCena ,18.70,950g
Metro,Sémola Molitalia Bolsa ,1.65,200 g
Metro,Galletas Sabor Vainilla Field Paquete 37 g Pack 6 unid,4.10,Pack
Metro,Sixpack Galletas Margarita 46.5g,3.79,Pack
Metro,Galletas Morochas 30g Pack 6un,4.90,Pack
Metro,Sixpack Galletas Saladas Ritz Sabor Original 22.4g,3.40,Pack
Metro,Cabello de Ángel Nro 24 Molitalia Bolsa ,1.65,250 g
Metro,Papa Seca Costeño Bolsa ,5.70,500 g
Metro,Trigo Mote Costeño Bolsa ,3.60,500 g
Metro,Quinua Costeño Bolsa ,8.39,500 g
Metro,Maíz Pop Corn Costeño Bolsa ,4.30,500 g
Metro,Lenteja Costeño Bolsa ,5.80,500 g
Metro,Harina Preparada Blanca Flor ,9.90,1kg
Metro,Fideo Linguini Grosso Don Vittorio ,3.50,950g
Metro,Fideo Fettuccini Don Vittorio ,5.25,950g
Metro,Fideo Spaghetti Don Vittorio ,3.50,450g
Metro,Filete de Atún en Aceite Florida ,5.90,150g
Metro,Hongos y Laurel Cuisine & Co ,2.30,10g
Metro,Pimienta Negra Molida Cuisine & Co ,3.20,18g
Metro,Pack x6 Galletas Rellenas Charada 37.8g,3.99,Pack
Metro,Sillao Cuisine & Co ,3.40,500ml
Metro,Pasta Corta Tornillo Bolsa ,3.10,500 g
Metro,Alverja Verde Tesoro del Campo Bolsa ,2.85,350 g
Metro,Puré de Papas Cuisine & Co Bolsa ,3.79,125 g
Metro,Pasta de Tomate Cuisine & Co Doypack 100 g,1.50,Pack
Metro,Ketchup Cuisine & Co Doypack Con Tapón 380 g,5.80,Pack
Metro,Arroz Extra Natural Gran Chalan Bolsa ,18.90,5 kg
Metro,Pastina Rigatoni Don Vittorio ,3.90,500g
Metro,Salsa de Tomate Nicolini ,1.40,160g
Metro,Filete de Atún en Agua Florida ,5.90,140g
Metro,Filete de Atún en Aceite Vegetal Metro Lata ,4.90,170 g
Metro,Pallar Cuisine & Co Bolsa ,5.60,500 gr
Metro,Frijol Panamito Cuisine & Co Bolsa ,3.90,500 gr
Metro,Maíz Pop Corn Cuisine & Co Bolsa ,2.70,500 gr
Metro,Lenteja Cuisine & Co Bolsa ,3.90,500 gr
Metro,Frijol Canario Cuisine & Co Bolsa ,5.70,500 gr
Metro,Quinua Máxima Bolsa ,7.30,500 g
Metro,Duraznos en Almíbar Cuisine & Co Lata ,8.90,820 gr
Metro,Filete de Atún en Aceite Girasol y Sal Florida ,6.40,170g
Metro,Arroz Faraon Extra Añejo Naranja Bolsa ,37.95,10 kg
Metro,Mostaza Libbys Doypack 200 g,3.99,Pack
Metro,Frejol Canario Maxima Bolsa ,6.40,500 g
Metro,Fideos Fusilli Cuisine & Co Bolsa ,2.70,500 gr
Metro,Panquita Sibarita Doypack 250 gr,7.70,Pack
Metro,Chuño Universal Bolsa ,2.95,180 g
Metro,Harina Preparada Nicolini ,6.20,1kg
Metro,Leche Condensada Nestlé Lata ,6.20,393g
Metro,Salsa Roja C/Carne Lista Molitalia Pomarola Doy Pack 390 g,4.50,Pack
Metro,Gelatina Universal de Fresa Sobre ,3.55,150 g
Metro,Sillao Aji-No-Sillao Botella ,4.70,500 ml
Metro,Sazonador Deli Arroz Pack 6 Unid,1.59,Pack
Metro,Salsa Pomarola Molitalia Doy Pack 320 g,3.10,Pack
Metro,Salsa de Tomate Pomarola ,1.65,145g
Metro,Pimienta Negra Molida Sibarita Sobre ,3.89,6 Unid
Metro,Mayonesa Light AlaCena ,12.70,500g
Metro,Mayonesa AlaCena ,12.70,475g
Metro,Canela Entera Sibarita Sobre ,3.29,10 g
Metro,Pack x6 Galletas Rellenas Oreo Original 36g,4.10,Pack
Metro,Pack x6 Galleta Pícaras La Clásica 40g,4.60,Pack
Metro,Sixpack Galletas Soda V Original 35g,3.10,Pack
Metro,Galletas con Chispas de Chocolate Chips Ahoy Paquete ,6.19,6 und
Metro,Galletas Bañadas en Chocolate ChokoSoda Field Paquete 36 g Pack 6 unid,5.40,Pack
Metro,Galletas Saladas Rellenas con Crema Sabor Queso Ritz Sandwich Paquete 34 g Pack 6 unid,4.10,Pack
Metro,Galletas Integrales de Trigo y Miel Hony Bran Paquete ,6.20,9 und
Metro,Galletas de Chocolate Doña Pepa Field Paquete 23 g Pack 6 unid,4.20,Pack
Metro,Wafer Cua Cua Field Paquete 18 g Pack 9 unid,5.60,Pack
Metro,Spaghetti Nro 32 Molitalia ,2.70,500g
Metro,Pastina Letras Molitalia Bolsa ,1.65,250 g
Metro,Pastina Canuto Rayado Don Vittorio ,2.15,250g
Metro,Filete de Atún Campomar en Aceite Vegetal Lata ,6.50,170 gr
Metro,Sopa de Gallina con Fideos Ajinomen Sobre ,1.60,80 g
Metro,Lenteja Bebé Tesoro Del Campo Bolsa ,5.30,500 g
Metro,Frijol Panamito Costeño Bosa ,5.70,500 g
Metro,Garbanzos Costeño Bolsa ,6.00,500 g
Metro,Arveja Verde Costeño Bolsa ,4.10,500 g
Metro,Frijol Canario Costeño Bolsa ,8.30,500 g
Metro,Arroz Superior Valle Norte Primera cosecha Bolsa ,18.99,5 Kg
Metro,Arroz Gran Reserva Extra Valle Norte Bolsa ,22.89,5 Kg
Metro,Harina Sin Preparar Favorita ,5.50,1kg
Metro,Filete de Atún Nicolini ,5.60,160g
Metro,Fideo Tallarín Nicolini ,4.00,950g
Metro,Pack x6 Galleta Pícaras La Menta 40g,4.60,Pack
Metro,Ají Panca en Pasta Cuisine & Co ,6.90,200g
Metro,Comino Molido Cuisine & Co ,2.79,18g
Metro,Orégano Entero Cuisine & Co ,2.10,8g
Metro,Sazonador de Pop Corn Sabor Mantequilla Costeño Pops ,8.50,81g
Metro,Pack x12 Galleta Rellena con Crema Oreo 36g,7.89,Pack
Metro,Vinagre Tinto Cuisine & Co ,3.99,1L
Metro,Vinagre Blanco Cuisine & Co ,2.30,500ml
Metro,Saborizante Sabor Esencia de Vainilla Umsha ,2.00,90ml
Metro,Maicena Umsha ,2.75,180g
Metro,Sazonador Sobre Gigante ,1.05,32.4 g
Metro,Sal Fina ,10.40,600 g
Metro,Pasta Corta Macarrón Bolsa ,3.10,500 g
Metro,Maíz Pop Corn Bolsa ,3.30,350 g
Metro,Lentejón Bolsa ,4.69,454 g
Metro,Galletas Integrales Cracknel Integral Paquete ,2.30,185 g
Metro,Galletas Fruta Mixta Bolsa ,5.40,450 g
Metro,Ketchup Libby'S,7.50,1 unidad
Metro,Galleta Ritz Tamaño Piqueo Caja ,4.40,201 g
Metro,Tortillas de Maíz Clásica Cuisine & Co Bolsa ,3.20,150 g
Metro,Papas Fritas Tradicionales Cuisine & Co Bolsa 180 g + Chifles Corte Delgado Cuisine & Co Bolsa 200 g,11.99,Pack
Metro,Harina Cuisine & Co Sin Preparar Bolsa ,5.70,1 Kg
Metro,Papas Fritas Amarillas Tiyapuy Bolsa ,7.50,160 g
Metro,Papas Fritas Nativas Tiyapuy Bolsa ,7.50,160 g
Metro,Sillau Kikko Botella ,6.80,1 Litro
Metro,Mostaza Cuisine & Co Doypack 200 g,3.60,Pack
Metro,Arroz Extra Añejo Cuisine & Co Bolsa ,3.50,750 g
Metro,Pastina Codo Rayado Don Vittorio ,3.90,500g
